pid,n_sessions,n_transitions,first_session_id,last_session_id,first_state,last_state,state_sequence,session_id_sequence,has_minimal_state,has_purchase_anomaly,update_window_sessions
p4008,7,6,p4008_s0001,p4008_s0007,0,1,0 1 1 1 3 4 1,p4008_s0001 p4008_s0002 p4008_s0003 p4008_s0004 p4008_s0005 p4008_s0006 p4008_s0007,True,False,3
p4009,9,8,p4009_s0001,p4009_s0009,0,4,0 1 1 1 1 1 3 1 4,p4009_s0001 p4009_s0002 p4009_s0003 p4009_s0004 p4009_s0005 p4009_s0006 p4009_s0007 p4009_s0008 p4009_s0009,True,False,1
p401,35,34,p401_s0001,p401_s0035,3,4,3 1 1 1 2 1 1 1 2 2 2 1 1 2 1 1 2 1 1 1 4 2 2 1 2 2 2 2 2 2 4 4 4 4 4,p401_s0001 p401_s0002 p401_s0003 p401_s0004 p401_s0005 p401_s0006 p401_s0007 p401_s0008 p401_s0009 p401_s0010 p401_s0011 p401_s0012 p401_s0013 p401_s0014 p401_s0015 p401_s0016 p401_s0017 p401_s0018 p401_s0019 p401_s0020 p401_s0021 p401_s0022 p401_s0023 p401_s0024 p401_s0025 p401_s0026 p401_s0027 p401_s0028 p401_s0029 p401_s0030 p401_s0031 p401_s0032 p401_s0033 p401_s0034 p401_s0035,True,True,5
p4010,1,0,p4010_s0001,p4010_s0001,0,0,0,p4010_s0001,False,False,0
p4011,2,1,p4011_s0001,p4011_s0002,0,4,0 4,p4011_s0001 p4011_s0002,True,False,1
p4012,2,1,p4012_s0001,p4012_s0002,0,1,0 1,p4012_s0001 p4012_s0002,False,False,0
p4013,6,5,p4013_s0001,p4013_s0006,0,1,0 1 1 1 1 1,p4013_s0001 p4013_s0002 p4013_s0003 p4013_s0004 p4013_s0005 p4013_s0006,False,False,0
p4014,6,5,p4014_s0001,p4014_s0006,0,1,0 1 2 1 1 1,p4014_s0001 p4014_s0002 p4014_s0003 p4014_s0004 p4014_s0005 p4014_s0006,False,False,1
p4015,12,11,p4015_s0001,p4015_s0012,0,2,0 2 2 2 1 2 2 2 4 2 4 2,p4015_s0001 p4015_s0002 p4015_s0003 p4015_s0004 p4015_s0005 p4015_s0006 p4015_s0007 p4015_s0008 p4015_s0009 p4015_s0010 p4015_s0011 p4015_s0012,True,False,0
p4016,7,6,p4016_s0001,p4016_s0007,2,1,2 1 1 3 2 4 1,p4016_s0001 p4016_s0002 p4016_s0003 p4016_s0004 p4016_s0005 p4016_s0006 p4016_s0007,True,False,0
p4017,2,1,p4017_s0001,p4017_s0002,0,4,0 4,p4017_s0001 p4017_s0002,True,False,0
p4018,1,0,p4018_s0001,p4018_s0001,0,0,0,p4018_s0001,False,False,0
p4019,1,0,p4019_s0001,p4019_s0001,0,0,0,p4019_s0001,False,False,1
p402,75,74,p402_s0001,p402_s0075,3,4,3 2 1 2 1 1 1 2 2 1 2 2 1 2 1 2 2 1 1 2 4 1 1 2 2 1 2 2 2 2 4 1 2 2 2 2 1 1 2 1 2 2 4 2 4 2 2 2 1 1 2 2 1 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 2 2 2 1 4 4,p402_s0001 p402_s0002 p402_s0003 p402_s0004 p402_s0005 p402_s0006 p402_s0007 p402_s0008 p402_s0009 p402_s0010 p402_s0011 p402_s0012 p402_s0013 p402_s0014 p402_s0015 p402_s0016 p402_s0017 p402_s0018 p402_s0019 p402_s0020 p402_s0021 p402_s0022 p402_s0023 p402_s0024 p402_s0025 p402_s0026 p402_s0027 p402_s0028 p402_s0029 p402_s0030 p402_s0031 p402_s0032 p402_s0033 p402_s0034 p402_s0035 p402_s0036 p402_s0037 p402_s0038 p402_s0039 p402_s0040 p402_s0041 p402_s0042 p402_s0043 p402_s0044 p402_s0045 p402_s0046 p402_s0047 p402_s0048 p402_s0049 p402_s0050 p402_s0051 p402_s0052 p402_s0053 p402_s0054 p402_s0055 p402_s0056 p402_s0057 p402_s0058 p402_s0059 p402_s0060 p402_s0061 p402_s0062 p402_s0063 p402_s0064 p402_s0065 p402_s0066 p402_s0067 p402_s0068 p402_s0069 p402_s0070 p402_s0071 p402_s0072 p402_s0073 p402_s0074 p402_s0075,True,False,0
p4020,4,3,p4020_s0001,p4020_s0004,0,2,0 1 2 2,p4020_s0001 p4020_s0002 p4020_s0003 p4020_s0004,False,False,0
p4021,12,11,p4021_s0001,p4021_s0012,0,3,0 1 0 1 1 1 3 3 2 3 3 3,p4021_s0001 p4021_s0002 p4021_s0003 p4021_s0004 p4021_s0005 p4021_s0006 p4021_s0007 p4021_s0008 p4021_s0009 p4021_s0010 p4021_s0011 p4021_s0012,False,False,1
p4022,5,4,p4022_s0001,p4022_s0005,0,1,0 1 1 1 1,p4022_s0001 p4022_s0002 p4022_s0003 p4022_s0004 p4022_s0005,False,False,0
p4023,1,0,p4023_s0001,p4023_s0001,0,0,0,p4023_s0001,False,False,0
p4024,1,0,p4024_s0001,p4024_s0001,0,0,0,p4024_s0001,False,False,0
p4025,26,25,p4025_s0001,p4025_s0026,0,4,0 1 1 1 1 1 2 1 1 1 3 2 1 1 1 1 2 2 1 2 1 4 2 2 1 4,p4025_s0001 p4025_s0002 p4025_s0003 p4025_s0004 p4025_s0005 p4025_s0006 p4025_s0007 p4025_s0008 p4025_s0009 p4025_s0010 p4025_s0011 p4025_s0012 p4025_s0013 p4025_s0014 p4025_s0015 p4025_s0016 p4025_s0017 p4025_s0018 p4025_s0019 p4025_s0020 p4025_s0021 p4025_s0022 p4025_s0023 p4025_s0024 p4025_s0025 p4025_s0026,True,False,0
p4026,2,1,p4026_s0001,p4026_s0002,0,2,0 2,p4026_s0001 p4026_s0002,False,False,0
p4027,16,15,p4027_s0001,p4027_s0016,0,3,0 2 0 2 2 1 2 1 2 2 2 2 1 2 1 3,p4027_s0001 p4027_s0002 p4027_s0003 p4027_s0004 p4027_s0005 p4027_s0006 p4027_s0007 p4027_s0008 p4027_s0009 p4027_s0010 p4027_s0011 p4027_s0012 p4027_s0013 p4027_s0014 p4027_s0015 p4027_s0016,False,False,0
p4028,37,36,p4028_s0001,p4028_s0037,0,2,0 3 1 1 1 1 1 1 2 3 1 1 2 2 2 2 1 1 3 1 1 2 2 2 2 1 1 1 4 2 3 2 1 3 2 2 2,p4028_s0001 p4028_s0002 p4028_s0003 p4028_s0004 p4028_s0005 p4028_s0006 p4028_s0007 p4028_s0008 p4028_s0009 p4028_s0010 p4028_s0011 p4028_s0012 p4028_s0013 p4028_s0014 p4028_s0015 p4028_s0016 p4028_s0017 p4028_s0018 p4028_s0019 p4028_s0020 p4028_s0021 p4028_s0022 p4028_s0023 p4028_s0024 p4028_s0025 p4028_s0026 p4028_s0027 p4028_s0028 p4028_s0029 p4028_s0030 p4028_s0031 p4028_s0032 p4028_s0033 p4028_s0034 p4028_s0035 p4028_s0036 p4028_s0037,True,False,0
p4029,72,71,p4029_s0001,p4029_s0072,0,4,0 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 2 3 3 2 3 3 3 3 3 3 3 3 3 3 1 3 4 1 1 2 3 2 2 3 3 3 1 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 2 3 3 1 1 3 3 3 2 1 4 4 4 4,p4029_s0001 p4029_s0002 p4029_s0003 p4029_s0004 p4029_s0005 p4029_s0006 p4029_s0007 p4029_s0008 p4029_s0009 p4029_s0010 p4029_s0011 p4029_s0012 p4029_s0013 p4029_s0014 p4029_s0015 p4029_s0016 p4029_s0017 p4029_s0018 p4029_s0019 p4029_s0020 p4029_s0021 p4029_s0022 p4029_s0023 p4029_s0024 p4029_s0025 p4029_s0026 p4029_s0027 p4029_s0028 p4029_s0029 p4029_s0030 p4029_s0031 p4029_s0032 p4029_s0033 p4029_s0034 p4029_s0035 p4029_s0036 p4029_s0037 p4029_s0038 p4029_s0039 p4029_s0040 p4029_s0041 p4029_s0042 p4029_s0043 p4029_s0044 p4029_s0045 p4029_s0046 p4029_s0047 p4029_s0048 p4029_s0049 p4029_s0050 p4029_s0051 p4029_s0052 p4029_s0053 p4029_s0054 p4029_s0055 p4029_s0056 p4029_s0057 p4029_s0058 p4029_s0059 p4029_s0060 p4029_s0061 p4029_s0062 p4029_s0063 p4029_s0064 p4029_s0065 p4029_s0066 p4029_s0067 p4029_s0068 p4029_s0069 p4029_s0070 p4029_s0071 p4029_s0072,True,False,5
p403,7,6,p403_s0001,p403_s0007,0,3,0 1 1 1 3 3 3,p403_s0001 p403_s0002 p403_s0003 p403_s0004 p403_s0005 p403_s0006 p403_s0007,False,False,0
p4030,2,1,p4030_s0001,p4030_s0002,0,1,0 1,p4030_s0001 p4030_s0002,False,False,1
p4031,6,5,p4031_s0001,p4031_s0006,3,1,3 1 1 1 1 1,p4031_s0001 p4031_s0002 p4031_s0003 p4031_s0004 p4031_s0005 p4031_s0006,False,False,0
p4032,9,8,p4032_s0001,p4032_s0009,0,4,0 1 1 1 1 2 4 4 4,p4032_s0001 p4032_s0002 p4032_s0003 p4032_s0004 p4032_s0005 p4032_s0006 p4032_s0007 p4032_s0008 p4032_s0009,True,False,1
p4033,37,36,p4033_s0001,p4033_s0037,0,2,0 1 3 2 1 2 1 2 2 2 1 3 2 2 2 3 2 1 1 1 1 1 2 2 2 1 1 1 2 1 2 2 2 2 4 2 2,p4033_s0001 p4033_s0002 p4033_s0003 p4033_s0004 p4033_s0005 p4033_s0006 p4033_s0007 p4033_s0008 p4033_s0009 p4033_s0010 p4033_s0011 p4033_s0012 p4033_s0013 p4033_s0014 p4033_s0015 p4033_s0016 p4033_s0017 p4033_s0018 p4033_s0019 p4033_s0020 p4033_s0021 p4033_s0022 p4033_s0023 p4033_s0024 p4033_s0025 p4033_s0026 p4033_s0027 p4033_s0028 p4033_s0029 p4033_s0030 p4033_s0031 p4033_s0032 p4033_s0033 p4033_s0034 p4033_s0035 p4033_s0036 p4033_s0037,True,False,1
p4034,1,0,p4034_s0001,p4034_s0001,0,0,0,p4034_s0001,False,False,0
p4035,10,9,p4035_s0001,p4035_s0010,0,1,0 1 1 2 2 2 2 1 1 1,p4035_s0001 p4035_s0002 p4035_s0003 p4035_s0004 p4035_s0005 p4035_s0006 p4035_s0007 p4035_s0008 p4035_s0009 p4035_s0010,False,False,0
p4036,1,0,p4036_s0001,p4036_s0001,0,0,0,p4036_s0001,False,False,1
p4037,6,5,p4037_s0001,p4037_s0006,0,4,0 2 1 1 2 4,p4037_s0001 p4037_s0002 p4037_s0003 p4037_s0004 p4037_s0005 p4037_s0006,True,False,0
p4038,1,0,p4038_s0001,p4038_s0001,0,0,0,p4038_s0001,False,False,0
p4039,1,0,p4039_s0001,p4039_s0001,0,0,0,p4039_s0001,False,False,0
p404,1,0,p404_s0001,p404_s0001,2,2,2,p404_s0001,False,False,0
p4040,35,34,p4040_s0001,p4040_s0035,1,4,1 2 1 1 2 1 2 2 2 2 3 2 2 2 2 2 1 2 1 2 2 1 2 1 1 2 2 2 2 2 2 2 1 2 4,p4040_s0001 p4040_s0002 p4040_s0003 p4040_s0004 p4040_s0005 p4040_s0006 p4040_s0007 p4040_s0008 p4040_s0009 p4040_s0010 p4040_s0011 p4040_s0012 p4040_s0013 p4040_s0014 p4040_s0015 p4040_s0016 p4040_s0017 p4040_s0018 p4040_s0019 p4040_s0020 p4040_s0021 p4040_s0022 p4040_s0023 p4040_s0024 p4040_s0025 p4040_s0026 p4040_s0027 p4040_s0028 p4040_s0029 p4040_s0030 p4040_s0031 p4040_s0032 p4040_s0033 p4040_s0034 p4040_s0035,True,False,1
p4041,1,0,p4041_s0001,p4041_s0001,0,0,0,p4041_s0001,False,False,0
p4042,4,3,p4042_s0001,p4042_s0004,0,2,0 2 1 2,p4042_s0001 p4042_s0002 p4042_s0003 p4042_s0004,False,False,0
p4043,21,20,p4043_s0001,p4043_s0021,0,1,0 1 1 2 3 1 1 3 1 1 1 2 1 2 1 2 2 3 1 4 1,p4043_s0001 p4043_s0002 p4043_s0003 p4043_s0004 p4043_s0005 p4043_s0006 p4043_s0007 p4043_s0008 p4043_s0009 p4043_s0010 p4043_s0011 p4043_s0012 p4043_s0013 p4043_s0014 p4043_s0015 p4043_s0016 p4043_s0017 p4043_s0018 p4043_s0019 p4043_s0020 p4043_s0021,True,False,0
p4044,5,4,p4044_s0001,p4044_s0005,2,2,2 1 2 4 2,p4044_s0001 p4044_s0002 p4044_s0003 p4044_s0004 p4044_s0005,True,False,2
p4045,15,14,p4045_s0001,p4045_s0015,0,2,0 1 2 2 1 1 2 1 1 1 3 1 3 2 2,p4045_s0001 p4045_s0002 p4045_s0003 p4045_s0004 p4045_s0005 p4045_s0006 p4045_s0007 p4045_s0008 p4045_s0009 p4045_s0010 p4045_s0011 p4045_s0012 p4045_s0013 p4045_s0014 p4045_s0015,False,False,0
p4046,1,0,p4046_s0001,p4046_s0001,2,2,2,p4046_s0001,False,False,0
p4047,8,7,p4047_s0001,p4047_s0008,0,2,0 2 2 1 1 2 2 2,p4047_s0001 p4047_s0002 p4047_s0003 p4047_s0004 p4047_s0005 p4047_s0006 p4047_s0007 p4047_s0008,False,False,1
p4048,1,0,p4048_s0001,p4048_s0001,0,0,0,p4048_s0001,False,False,0
p4049,1,0,p4049_s0001,p4049_s0001,0,0,0,p4049_s0001,False,False,0
p405,7,6,p405_s0001,p405_s0007,0,1,0 1 1 1 1 1 1,p405_s0001 p405_s0002 p405_s0003 p405_s0004 p405_s0005 p405_s0006 p405_s0007,False,False,0
p4050,21,20,p4050_s0001,p4050_s0021,0,2,0 1 1 1 2 2 1 2 1 2 1 1 2 1 1 2 2 1 2 2 2,p4050_s0001 p4050_s0002 p4050_s0003 p4050_s0004 p4050_s0005 p4050_s0006 p4050_s0007 p4050_s0008 p4050_s0009 p4050_s0010 p4050_s0011 p4050_s0012 p4050_s0013 p4050_s0014 p4050_s0015 p4050_s0016 p4050_s0017 p4050_s0018 p4050_s0019 p4050_s0020 p4050_s0021,False,False,2
p4051,8,7,p4051_s0001,p4051_s0008,0,4,0 2 2 1 1 1 1 4,p4051_s0001 p4051_s0002 p4051_s0003 p4051_s0004 p4051_s0005 p4051_s0006 p4051_s0007 p4051_s0008,True,False,0
p4052,2,1,p4052_s0001,p4052_s0002,4,1,4 1,p4052_s0001 p4052_s0002,True,False,0
p4053,12,11,p4053_s0001,p4053_s0012,0,2,0 1 1 1 1 1 2 2 2 1 1 2,p4053_s0001 p4053_s0002 p4053_s0003 p4053_s0004 p4053_s0005 p4053_s0006 p4053_s0007 p4053_s0008 p4053_s0009 p4053_s0010 p4053_s0011 p4053_s0012,False,False,0
p4054,3,2,p4054_s0001,p4054_s0003,0,2,0 2 2,p4054_s0001 p4054_s0002 p4054_s0003,False,False,0
p4055,2,1,p4055_s0001,p4055_s0002,0,1,0 1,p4055_s0001 p4055_s0002,False,False,0
p4057,29,28,p4057_s0001,p4057_s0029,0,3,0 1 1 1 1 1 1 3 3 1 2 1 1 3 2 1 1 1 2 1 2 2 1 2 1 1 1 2 3,p4057_s0001 p4057_s0002 p4057_s0003 p4057_s0004 p4057_s0005 p4057_s0006 p4057_s0007 p4057_s0008 p4057_s0009 p4057_s0010 p4057_s0011 p4057_s0012 p4057_s0013 p4057_s0014 p4057_s0015 p4057_s0016 p4057_s0017 p4057_s0018 p4057_s0019 p4057_s0020 p4057_s0021 p4057_s0022 p4057_s0023 p4057_s0024 p4057_s0025 p4057_s0026 p4057_s0027 p4057_s0028 p4057_s0029,False,False,4
p4058,6,5,p4058_s0001,p4058_s0006,3,1,3 1 2 1 1 1,p4058_s0001 p4058_s0002 p4058_s0003 p4058_s0004 p4058_s0005 p4058_s0006,False,False,0
p4059,82,81,p4059_s0001,p4059_s0082,0,4,0 1 2 1 2 1 1 1 1 1 1 1 1 2 2 4 1 2 2 2 1 1 2 2 2 2 1 1 3 1 2 1 2 1 2 1 3 1 2 2 2 2 2 2 2 2 2 2 1 1 4 4 1 1 2 2 4 2 3 2 1 2 1 2 2 2 1 2 1 1 2 2 4 2 2 2 2 1 2 2 4 4,p4059_s0001 p4059_s0002 p4059_s0003 p4059_s0004 p4059_s0005 p4059_s0006 p4059_s0007 p4059_s0008 p4059_s0009 p4059_s0010 p4059_s0011 p4059_s0012 p4059_s0013 p4059_s0014 p4059_s0015 p4059_s0016 p4059_s0017 p4059_s0018 p4059_s0019 p4059_s0020 p4059_s0021 p4059_s0022 p4059_s0023 p4059_s0024 p4059_s0025 p4059_s0026 p4059_s0027 p4059_s0028 p4059_s0029 p4059_s0030 p4059_s0031 p4059_s0032 p4059_s0033 p4059_s0034 p4059_s0035 p4059_s0036 p4059_s0037 p4059_s0038 p4059_s0039 p4059_s0040 p4059_s0041 p4059_s0042 p4059_s0043 p4059_s0044 p4059_s0045 p4059_s0046 p4059_s0047 p4059_s0048 p4059_s0049 p4059_s0050 p4059_s0051 p4059_s0052 p4059_s0053 p4059_s0054 p4059_s0055 p4059_s0056 p4059_s0057 p4059_s0058 p4059_s0059 p4059_s0060 p4059_s0061 p4059_s0062 p4059_s0063 p4059_s0064 p4059_s0065 p4059_s0066 p4059_s0067 p4059_s0068 p4059_s0069 p4059_s0070 p4059_s0071 p4059_s0072 p4059_s0073 p4059_s0074 p4059_s0075 p4059_s0076 p4059_s0077 p4059_s0078 p4059_s0079 p4059_s0080 p4059_s0081 p4059_s0082,True,False,0
p406,4,3,p406_s0001,p406_s0004,0,1,0 3 1 1,p406_s0001 p406_s0002 p406_s0003 p406_s0004,False,False,4
p4060,6,5,p4060_s0001,p4060_s0006,0,3,0 1 3 3 3 3,p4060_s0001 p4060_s0002 p4060_s0003 p4060_s0004 p4060_s0005 p4060_s0006,False,False,0
p4061,17,16,p4061_s0001,p4061_s0017,0,2,0 1 1 1 1 2 2 2 2 2 2 2 1 2 1 2 2,p4061_s0001 p4061_s0002 p4061_s0003 p4061_s0004 p4061_s0005 p4061_s0006 p4061_s0007 p4061_s0008 p4061_s0009 p4061_s0010 p4061_s0011 p4061_s0012 p4061_s0013 p4061_s0014 p4061_s0015 p4061_s0016 p4061_s0017,False,False,1
p4062,8,7,p4062_s0001,p4062_s0008,0,1,0 1 1 1 2 1 1 1,p4062_s0001 p4062_s0002 p4062_s0003 p4062_s0004 p4062_s0005 p4062_s0006 p4062_s0007 p4062_s0008,False,False,3
p4063,5,4,p4063_s0001,p4063_s0005,0,1,0 1 1 2 1,p4063_s0001 p4063_s0002 p4063_s0003 p4063_s0004 p4063_s0005,False,False,0
p4064,7,6,p4064_s0001,p4064_s0007,0,1,0 1 1 1 3 1 1,p4064_s0001 p4064_s0002 p4064_s0003 p4064_s0004 p4064_s0005 p4064_s0006 p4064_s0007,False,False,0
p4065,4,3,p4065_s0001,p4065_s0004,2,2,2 3 1 2,p4065_s0001 p4065_s0002 p4065_s0003 p4065_s0004,False,False,1
p4066,10,9,p4066_s0001,p4066_s0010,2,2,2 2 4 4 2 1 4 2 4 2,p4066_s0001 p4066_s0002 p4066_s0003 p4066_s0004 p4066_s0005 p4066_s0006 p4066_s0007 p4066_s0008 p4066_s0009 p4066_s0010,True,False,0
p4067,3,2,p4067_s0001,p4067_s0003,0,1,0 0 1,p4067_s0001 p4067_s0002 p4067_s0003,False,False,3
p4069,2,1,p4069_s0001,p4069_s0002,0,2,0 2,p4069_s0001 p4069_s0002,False,False,1
p407,23,22,p407_s0001,p407_s0023,0,2,0 2 2 2 1 2 1 1 1 2 2 2 2 1 2 2 1 2 2 2 2 2 2,p407_s0001 p407_s0002 p407_s0003 p407_s0004 p407_s0005 p407_s0006 p407_s0007 p407_s0008 p407_s0009 p407_s0010 p407_s0011 p407_s0012 p407_s0013 p407_s0014 p407_s0015 p407_s0016 p407_s0017 p407_s0018 p407_s0019 p407_s0020 p407_s0021 p407_s0022 p407_s0023,False,False,0
p4070,1,0,p4070_s0001,p4070_s0001,0,0,0,p4070_s0001,False,False,0
p4071,1,0,p4071_s0001,p4071_s0001,0,0,0,p4071_s0001,False,False,0
p4072,1,0,p4072_s0001,p4072_s0001,4,4,4,p4072_s0001,True,False,0
p4073,4,3,p4073_s0001,p4073_s0004,0,4,0 1 4 4,p4073_s0001 p4073_s0002 p4073_s0003 p4073_s0004,True,False,0
p4074,38,37,p4074_s0001,p4074_s0038,0,4,0 1 1 1 1 1 2 1 1 1 2 1 1 1 1 1 2 2 2 1 1 1 2 2 1 1 2 2 2 2 2 2 2 1 4 4 4 4,p4074_s0001 p4074_s0002 p4074_s0003 p4074_s0004 p4074_s0005 p4074_s0006 p4074_s0007 p4074_s0008 p4074_s0009 p4074_s0010 p4074_s0011 p4074_s0012 p4074_s0013 p4074_s0014 p4074_s0015 p4074_s0016 p4074_s0017 p4074_s0018 p4074_s0019 p4074_s0020 p4074_s0021 p4074_s0022 p4074_s0023 p4074_s0024 p4074_s0025 p4074_s0026 p4074_s0027 p4074_s0028 p4074_s0029 p4074_s0030 p4074_s0031 p4074_s0032 p4074_s0033 p4074_s0034 p4074_s0035 p4074_s0036 p4074_s0037 p4074_s0038,True,False,4
p4075,16,15,p4075_s0001,p4075_s0016,0,1,0 1 2 2 1 2 1 2 1 2 1 2 2 1 2 1,p4075_s0001 p4075_s0002 p4075_s0003 p4075_s0004 p4075_s0005 p4075_s0006 p4075_s0007 p4075_s0008 p4075_s0009 p4075_s0010 p4075_s0011 p4075_s0012 p4075_s0013 p4075_s0014 p4075_s0015 p4075_s0016,False,False,7
p4076,1,0,p4076_s0001,p4076_s0001,4,4,4,p4076_s0001,True,False,0
p4077,7,6,p4077_s0001,p4077_s0007,0,2,0 2 1 2 1 3 2,p4077_s0001 p4077_s0002 p4077_s0003 p4077_s0004 p4077_s0005 p4077_s0006 p4077_s0007,False,False,0
p4079,11,10,p4079_s0001,p4079_s0011,0,1,0 1 1 1 1 1 2 1 2 1 1,p4079_s0001 p4079_s0002 p4079_s0003 p4079_s0004 p4079_s0005 p4079_s0006 p4079_s0007 p4079_s0008 p4079_s0009 p4079_s0010 p4079_s0011,False,False,2
p408,1,0,p408_s0001,p408_s0001,0,0,0,p408_s0001,False,False,0
p4080,7,6,p4080_s0001,p4080_s0007,0,1,0 1 1 2 2 1 1,p4080_s0001 p4080_s0002 p4080_s0003 p4080_s0004 p4080_s0005 p4080_s0006 p4080_s0007,False,False,0
p4081,4,3,p4081_s0001,p4081_s0004,0,3,0 1 1 3,p4081_s0001 p4081_s0002 p4081_s0003 p4081_s0004,False,False,4
p4082,9,8,p4082_s0001,p4082_s0009,3,2,3 1 2 1 1 1 1 2 2,p4082_s0001 p4082_s0002 p4082_s0003 p4082_s0004 p4082_s0005 p4082_s0006 p4082_s0007 p4082_s0008 p4082_s0009,False,False,0
p4083,5,4,p4083_s0001,p4083_s0005,0,2,0 1 2 1 2,p4083_s0001 p4083_s0002 p4083_s0003 p4083_s0004 p4083_s0005,False,False,0
p4084,14,13,p4084_s0001,p4084_s0014,0,4,0 2 1 1 1 1 1 2 2 3 1 2 1 4,p4084_s0001 p4084_s0002 p4084_s0003 p4084_s0004 p4084_s0005 p4084_s0006 p4084_s0007 p4084_s0008 p4084_s0009 p4084_s0010 p4084_s0011 p4084_s0012 p4084_s0013 p4084_s0014,True,False,1
p4085,5,4,p4085_s0001,p4085_s0005,0,4,0 1 1 1 4,p4085_s0001 p4085_s0002 p4085_s0003 p4085_s0004 p4085_s0005,True,False,1
p4086,1,0,p4086_s0001,p4086_s0001,0,0,0,p4086_s0001,False,False,0
p4087,1,0,p4087_s0001,p4087_s0001,0,0,0,p4087_s0001,False,False,0
p4088,9,8,p4088_s0001,p4088_s0009,0,4,0 1 1 4 1 1 4 4 4,p4088_s0001 p4088_s0002 p4088_s0003 p4088_s0004 p4088_s0005 p4088_s0006 p4088_s0007 p4088_s0008 p4088_s0009,True,False,3
p4089,5,4,p4089_s0001,p4089_s0005,0,3,0 1 1 2 3,p4089_s0001 p4089_s0002 p4089_s0003 p4089_s0004 p4089_s0005,False,False,3
p409,5,4,p409_s0001,p409_s0005,3,1,3 4 4 1 1,p409_s0001 p409_s0002 p409_s0003 p409_s0004 p409_s0005,True,False,0
p4090,6,5,p4090_s0001,p4090_s0006,0,1,0 1 1 1 2 1,p4090_s0001 p4090_s0002 p4090_s0003 p4090_s0004 p4090_s0005 p4090_s0006,False,False,6
p4091,2,1,p4091_s0001,p4091_s0002,2,1,2 1,p4091_s0001 p4091_s0002,False,False,0
p4092,27,26,p4092_s0001,p4092_s0027,3,4,3 1 1 1 2 1 2 2 1 2 2 1 2 1 1 4 1 1 1 3 1 1 1 4 2 2 4,p4092_s0001 p4092_s0002 p4092_s0003 p4092_s0004 p4092_s0005 p4092_s0006 p4092_s0007 p4092_s0008 p4092_s0009 p4092_s0010 p4092_s0011 p4092_s0012 p4092_s0013 p4092_s0014 p4092_s0015 p4092_s0016 p4092_s0017 p4092_s0018 p4092_s0019 p4092_s0020 p4092_s0021 p4092_s0022 p4092_s0023 p4092_s0024 p4092_s0025 p4092_s0026 p4092_s0027,True,False,1
p4093,2,1,p4093_s0001,p4093_s0002,0,1,0 1,p4093_s0001 p4093_s0002,False,False,0
p4094,24,23,p4094_s0001,p4094_s0024,0,4,0 1 1 2 3 3 3 2 1 1 1 1 1 1 1 1 1 1 2 1 2 2 3 4,p4094_s0001 p4094_s0002 p4094_s0003 p4094_s0004 p4094_s0005 p4094_s0006 p4094_s0007 p4094_s0008 p4094_s0009 p4094_s0010 p4094_s0011 p4094_s0012 p4094_s0013 p4094_s0014 p4094_s0015 p4094_s0016 p4094_s0017 p4094_s0018 p4094_s0019 p4094_s0020 p4094_s0021 p4094_s0022 p4094_s0023 p4094_s0024,True,False,0
p4095,1,0,p4095_s0001,p4095_s0001,4,4,4,p4095_s0001,True,False,0
p4096,5,4,p4096_s0001,p4096_s0005,0,3,0 1 1 2 3,p4096_s0001 p4096_s0002 p4096_s0003 p4096_s0004 p4096_s0005,False,False,0
